id_memoire,titre,description,resume,texte_complet,domaine,methodologie,niveau,annee,auteur,directeur,note_soutenance,tags,nb_tags,est_public,cluster_id,cluster_nom,tags_enrichis
MEM-0075,Optimisation performances BDD hospitalire,"Analyse et optimisation d'un systme de gestion hospitalire sous PostgreSQL. Indexation, partitionnement et rcriture de requtes. Rduction du temps de rponse moyen de 8s  0.3s.","Analyse et optimisation d'un systme de gestion hospitalire sous PostgreSQL. Indexation, partitionnement et rcriture de requtes. Rduction du temps de rponse moyen de 8s  0.3s. Ce travail s'inscrit dans le contexte de zones rurales. La mthodologie adopte est Recherche exprimentale. Les rsultats obtenus constituent une contribution significative au domaine de Bases de donnes.","Optimisation performances BDD hospitalire. Analyse et optimisation d'un systme de gestion hospitalire sous PostgreSQL. Indexation, partitionnement et rcriture de requtes. Rduction du temps de rponse moyen de 8s  0.3s. Analyse et optimisation d'un systme de gestion hospitalire sous PostgreSQL. Indexation, partitionnement et rcriture de requtes. Rduction du temps de rponse moyen de 8s  0.3s. Ce travail s'inscrit dans le contexte de zones rurales. La mthodologie adopte est Recherche exprimentale. Les rsultats obtenus constituent une contribution significative au domaine de Bases de donnes.",Bases de donnes,Recherche exprimentale,Master 1,2022,Etudiant_0075,Dr. Professeur_05,18.64,mongodb|optimisation|postgresql|sql,4,1,1,Bases de donnes,de 8s|hospitalire|mongodb|optimisation|optimisation un|postgresql|sous postgresql|sql
MEM-0076,Pipeline CI/CD pour quipe de dveloppement,"Mise en place d'un pipeline d'intgration et dploiement continus avec GitHub Actions, Docker et Kubernetes. Rduction du temps de dploiement de 2 jours  15 minutes. 0 rgression en production.","Mise en place d'un pipeline d'intgration et dploiement continus avec GitHub Actions, Docker et Kubernetes. Rduction du temps de dploiement de 2 jours  15 minutes. 0 rgression en production. Ce travail s'inscrit dans le contexte de PME africaine. La mthodologie adopte est Dveloppement dirig par les tests (TDD). Les rsultats obtenus constituent une contribution significative au domaine de Cloud / DevOps.","Pipeline CI/CD pour quipe de dveloppement. Mise en place d'un pipeline d'intgration et dploiement continus avec GitHub Actions, Docker et Kubernetes. Rduction du temps de dploiement de 2 jours  15 minutes. 0 rgression en production. Mise en place d'un pipeline d'intgration et dploiement continus avec GitHub Actions, Docker et Kubernetes. Rduction du temps de dploiement de 2 jours  15 minutes. 0 rgression en production. Ce travail s'inscrit dans le contexte de PME africaine. La mthodologie adopte est Dveloppement dirig par les tests (TDD). Les rsultats obtenus constituent une contribution significative au domaine de Cloud / DevOps.",Cloud / DevOps,Dveloppement dirig par les tests (TDD),Master 2,2020,Etudiant_0076,Dr. Professeur_08,18.65,docker|kubernetes|monitoring|terraform,4,1,1,Bases de donnes,docker|dploiement|en|kubernetes|monitoring|pipeline|pipeline intgration|place|terraform
MEM-0077,Irrigation automatique intelligente,Systme embarqu sur Arduino/Raspberry Pi pour l'irrigation selon l'humidit du sol et les prvisions mto. conomie d'eau de 35% mesure sur 6 mois dans une exploitation agricole pilote.,Systme embarqu sur Arduino/Raspberry Pi pour l'irrigation selon l'humidit du sol et les prvisions mto. conomie d'eau de 35% mesure sur 6 mois dans une exploitation agricole pilote. Ce travail s'inscrit dans le contexte de Lom. La mthodologie adopte est Prototypage rapide. Les rsultats obtenus constituent une contribution significative au domaine de Systmes Embarqus.,Irrigation automatique intelligente. Systme embarqu sur Arduino/Raspberry Pi pour l'irrigation selon l'humidit du sol et les prvisions mto. conomie d'eau de 35% mesure sur 6 mois dans une exploitation agricole pilote. Systme embarqu sur Arduino/Raspberry Pi pour l'irrigation selon l'humidit du sol et les prvisions mto. conomie d'eau de 35% mesure sur 6 mois dans une exploitation agricole pilote. Ce travail s'inscrit dans le contexte de Lom. La mthodologie adopte est Prototypage rapide. Les rsultats obtenus constituent une contribution significative au domaine de Systmes Embarqus.,Systmes Embarqus,Prototypage rapide,Master 2,2021,Etudiant_0077,Dr. Professeur_13,12.34,arduino|embarque|energie|raspberry-pi|temps-reel,5,1,0,Systmes Embarqus,arduino|embarqu|embarque|energie|irrigation|mesure|raspberry-pi|sur|sur arduino|temps-reel
MEM-0078,Contrle d'accs biomtrique  faible cot,Systme de contrle d'accs par empreinte digitale et reconnaissance faciale pour scuriser des locaux  budget limit. Cot matriel sous 50 000 FCFA. Dploy dans 3 tablissements scolaires.,Systme de contrle d'accs par empreinte digitale et reconnaissance faciale pour scuriser des locaux  budget limit. Cot matriel sous 50 000 FCFA. Dploy dans 3 tablissements scolaires. Ce travail s'inscrit dans le contexte de PME africaine. La mthodologie adopte est tude de cas. Les rsultats obtenus constituent une contribution significative au domaine de Systmes Embarqus.,Contrle d'accs biomtrique  faible cot. Systme de contrle d'accs par empreinte digitale et reconnaissance faciale pour scuriser des locaux  budget limit. Cot matriel sous 50 000 FCFA. Dploy dans 3 tablissements scolaires. Systme de contrle d'accs par empreinte digitale et reconnaissance faciale pour scuriser des locaux  budget limit. Cot matriel sous 50 000 FCFA. Dploy dans 3 tablissements scolaires. Ce travail s'inscrit dans le contexte de PME africaine. La mthodologie adopte est tude de cas. Les rsultats obtenus constituent une contribution significative au domaine de Systmes Embarqus.,Systmes Embarqus,tude de cas,Master 2,2024,Etudiant_0078,Dr. Professeur_03,19.65,embarque|energie|raspberry-pi|temps-reel,4,1,0,Systmes Embarqus,accs|accs par|contrle|contrle accs|cot|embarque|energie|raspberry-pi|temps-reel
MEM-0079,Systme de surveillance de la qualit de l'air,"Rseau de capteurs IoT autonomes mesurant CO2, PM2.5, NO2 et temprature. Transmission MQTT vers dashboard Grafana. Autonomie 6 mois sur batterie avec panneau solaire. Dploy dans 5 quartiers de Lom.","Rseau de capteurs IoT autonomes mesurant CO2, PM2.5, NO2 et temprature. Transmission MQTT vers dashboard Grafana. Autonomie 6 mois sur batterie avec panneau solaire. Dploy dans 5 quartiers de Lom. Ce travail s'inscrit dans le contexte de zones rurales. La mthodologie adopte est Dveloppement dirig par les tests (TDD). Les rsultats obtenus constituent une contribution significative au domaine de Systmes Embarqus.","Systme de surveillance de la qualit de l'air. Rseau de capteurs IoT autonomes mesurant CO2, PM2.5, NO2 et temprature. Transmission MQTT vers dashboard Grafana. Autonomie 6 mois sur batterie avec panneau solaire. Dploy dans 5 quartiers de Lom. Rseau de capteurs IoT autonomes mesurant CO2, PM2.5, NO2 et temprature. Transmission MQTT vers dashboard Grafana. Autonomie 6 mois sur batterie avec panneau solaire. Dploy dans 5 quartiers de Lom. Ce travail s'inscrit dans le contexte de zones rurales. La mthodologie adopte est Dveloppement dirig par les tests (TDD). Les rsultats obtenus constituent une contribution significative au domaine de Systmes Embarqus.",Systmes Embarqus,Dveloppement dirig par les tests (TDD),Master 1,2018,Etudiant_0079,Dr. Professeur_13,10.75,afrique|arduino|capteurs|embarque|iot|raspberry-pi|temps-reel,7,1,4,Rseaux,afrique|arduino|autonomes|autonomes mesurant|autonomie|autonomie mois|capteurs|embarque|iot|raspberry-pi|temps-reel|vers dashboard
MEM-0080,Contrle d'accs biomtrique  faible cot,Systme de contrle d'accs par empreinte digitale et reconnaissance faciale pour scuriser des locaux  budget limit. Cot matriel sous 50 000 FCFA. Dploy dans 3 tablissements scolaires.,Systme de contrle d'accs par empreinte digitale et reconnaissance faciale pour scuriser des locaux  budget limit. Cot matriel sous 50 000 FCFA. Dploy dans 3 tablissements scolaires. Ce travail s'inscrit dans le contexte de Lom. La mthodologie adopte est Recherche-action. Les rsultats obtenus constituent une contribution significative au domaine de Systmes Embarqus.,Contrle d'accs biomtrique  faible cot. Systme de contrle d'accs par empreinte digitale et reconnaissance faciale pour scuriser des locaux  budget limit. Cot matriel sous 50 000 FCFA. Dploy dans 3 tablissements scolaires. Systme de contrle d'accs par empreinte digitale et reconnaissance faciale pour scuriser des locaux  budget limit. Cot matriel sous 50 000 FCFA. Dploy dans 3 tablissements scolaires. Ce travail s'inscrit dans le contexte de Lom. La mthodologie adopte est Recherche-action. Les rsultats obtenus constituent une contribution significative au domaine de Systmes Embarqus.,Systmes Embarqus,Recherche-action,Master 1,2023,Etudiant_0080,Dr. Professeur_11,19.54,embarque|energie|temps-reel,3,1,0,Systmes Embarqus,accs|accs par|contrle|contrle accs|cot|embarque|energie|temps-reel
MEM-0081,Archivage numrique des actes d'tat civil,"Base de donnes structure pour la numrisation et l'archivage des actes de naissance, mariage et dcs. OCR automatique sur documents scanns. 500 000 actes numriss, recherche en temps rel.","Base de donnes structure pour la numrisation et l'archivage des actes de naissance, mariage et dcs. OCR automatique sur documents scanns. 500 000 actes numriss, recherche en temps rel. Ce travail s'inscrit dans le contexte de Afrique de l'Ouest. La mthodologie adopte est Dveloppement logiciel (SCRUM). Les rsultats obtenus constituent une contribution significative au domaine de Bases de donnes.","Archivage numrique des actes d'tat civil. Base de donnes structure pour la numrisation et l'archivage des actes de naissance, mariage et dcs. OCR automatique sur documents scanns. 500 000 actes numriss, recherche en temps rel. Base de donnes structure pour la numrisation et l'archivage des actes de naissance, mariage et dcs. OCR automatique sur documents scanns. 500 000 actes numriss, recherche en temps rel. Ce travail s'inscrit dans le contexte de Afrique de l'Ouest. La mthodologie adopte est Dveloppement logiciel (SCRUM). Les rsultats obtenus constituent une contribution significative au domaine de Bases de donnes.",Bases de donnes,Dveloppement logiciel (SCRUM),Master 2,2018,Etudiant_0081,Dr. Professeur_02,14.34,mongodb|nosql|sql,3,1,3,Dveloppement Web,actes|archivage|de donnes|des actes|et dcs|mongodb|nosql|sql
MEM-0082,E-commerce pour artisans locaux togolais,"Marketplace permettant aux artisans de vendre en ligne avec intgration du paiement mobile money (Flooz, T-Money). Interface bilingue franais/anglais. 120 artisans onboards lors du lancement pilote.","Marketplace permettant aux artisans de vendre en ligne avec intgration du paiement mobile money (Flooz, T-Money). Interface bilingue franais/anglais. 120 artisans onboards lors du lancement pilote. Ce travail s'inscrit dans le contexte de langues locales. La mthodologie adopte est Recherche exprimentale. Les rsultats obtenus constituent une contribution significative au domaine de Dveloppement Web.","E-commerce pour artisans locaux togolais. Marketplace permettant aux artisans de vendre en ligne avec intgration du paiement mobile money (Flooz, T-Money). Interface bilingue franais/anglais. 120 artisans onboards lors du lancement pilote. Marketplace permettant aux artisans de vendre en ligne avec intgration du paiement mobile money (Flooz, T-Money). Interface bilingue franais/anglais. 120 artisans onboards lors du lancement pilote. Ce travail s'inscrit dans le contexte de langues locales. La mthodologie adopte est Recherche exprimentale. Les rsultats obtenus constituent une contribution significative au domaine de Dveloppement Web.",Dveloppement Web,Recherche exprimentale,Master 2,2020,Etudiant_0082,Dr. Professeur_07,13.58,afrique|django|javascript|react,4,1,1,Bases de donnes,afrique|anglais|artisans|django|du|javascript|money|onboards|react
MEM-0083,Systme de monitoring applicatif temps rel,"Dploiement d'une stack de monitoring avec Prometheus, Grafana et alerting automatique. Couverture de 15 microservices avec dashboards mtier et techniques. MTTR rduit de 4h  20min.","Dploiement d'une stack de monitoring avec Prometheus, Grafana et alerting automatique. Couverture de 15 microservices avec dashboards mtier et techniques. MTTR rduit de 4h  20min. Ce travail s'inscrit dans le contexte de mobile money. La mthodologie adopte est Recherche-action. Les rsultats obtenus constituent une contribution significative au domaine de Cloud / DevOps.","Systme de monitoring applicatif temps rel. Dploiement d'une stack de monitoring avec Prometheus, Grafana et alerting automatique. Couverture de 15 microservices avec dashboards mtier et techniques. MTTR rduit de 4h  20min. Dploiement d'une stack de monitoring avec Prometheus, Grafana et alerting automatique. Couverture de 15 microservices avec dashboards mtier et techniques. MTTR rduit de 4h  20min. Ce travail s'inscrit dans le contexte de mobile money. La mthodologie adopte est Recherche-action. Les rsultats obtenus constituent une contribution significative au domaine de Cloud / DevOps.",Cloud / DevOps,Recherche-action,Licence 3,2019,Etudiant_0083,Dr. Professeur_10,14.98,ci-cd|docker|microservices|terraform,4,1,6,Cloud / DevOps,ci-cd|de monitoring|docker|microservices|monitoring|mtier et|rduit de|stack de|terraform
MEM-0084,Archivage numrique des actes d'tat civil,"Base de donnes structure pour la numrisation et l'archivage des actes de naissance, mariage et dcs. OCR automatique sur documents scanns. 500 000 actes numriss, recherche en temps rel.","Base de donnes structure pour la numrisation et l'archivage des actes de naissance, mariage et dcs. OCR automatique sur documents scanns. 500 000 actes numriss, recherche en temps rel. Ce travail s'inscrit dans le contexte de Afrique de l'Ouest. La mthodologie adopte est Recherche applique. Les rsultats obtenus constituent une contribution significative au domaine de Bases de donnes.","Archivage numrique des actes d'tat civil. Base de donnes structure pour la numrisation et l'archivage des actes de naissance, mariage et dcs. OCR automatique sur documents scanns. 500 000 actes numriss, recherche en temps rel. Base de donnes structure pour la numrisation et l'archivage des actes de naissance, mariage et dcs. OCR automatique sur documents scanns. 500 000 actes numriss, recherche en temps rel. Ce travail s'inscrit dans le contexte de Afrique de l'Ouest. La mthodologie adopte est Recherche applique. Les rsultats obtenus constituent une contribution significative au domaine de Bases de donnes.",Bases de donnes,Recherche applique,Master 1,2020,Etudiant_0084,Dr. Professeur_06,14.42,datawarehouse|etl|mongodb|optimisation|postgresql,5,1,3,Dveloppement Web,actes|archivage|datawarehouse|de donnes|des actes|etl|la numrisation|mongodb|optimisation|postgresql
