id_projet,titre,description,domaine,filiere_etudiant,methodologie,score_similarite_existants,nb_mots_titre,nb_mots_description,nb_phrases_description,ratio_vocabulaire,score_mots_academiques,score_mots_techniques,score_mots_vagues,a_methodologie,a_objectifs_clairs,est_infaisable,decision
PRJ-0080,Analyse prdictive du taux de dcrochage scolaire par apprentissage automatique,"Cette recherche applique des algorithmes de machine learning (Random Forest, XGBoost) pour prdire le risque de dcrochage scolaire  partir de donnes acadmiques et socio-conomiques. Un tableau de bord de visualisation est dvelopp pour les responsables pdagogiques.",Cloud / DevOps,Rseaux et Tlcommunications,Recherche exprimentale,0.173,10,36,3,0.861,3,2,0,0,0,0,APPROUVE
PRJ-0291,Cration d'un site web pour une cole v3,"Le projet consiste  crer un site web pour une cole. Le site aura des pages pour prsenter l'cole, les cours et les professeurs. Il y aura aussi un espace pour les tudiants.",Dveloppement Web,Rseaux et Tlcommunications,Recherche exprimentale,0.48,8,32,4,0.75,0,0,0,0,1,0,REVISION_NECESSAIRE
PRJ-0576,Systme comme Google,Crer un moteur de recherche similaire  Google pour l'Afrique.,Bases de donnes,Gnie Logiciel,Recherche exprimentale,0.757,3,9,2,1.0,1,0,1,0,0,0,REJETE
PRJ-0506,Intelligence artificielle gnrale,Crer une intelligence artificielle gnrale capable de tout faire comme un humain.,Systmes Embarqus,Cyberscurit,tude de cas,0.609,3,12,2,1.0,0,0,1,0,0,1,REJETE
PRJ-0357,Mise en place d'un rseau local pour une entreprise,"Ce projet va mettre en place un rseau local pour une petite entreprise. On va choisir les quipements, configurer les switches et les routeurs, et tester la connectivit.",IA / Machine Learning,Systmes Embarqus,Recherche exprimentale,0.481,9,28,3,0.857,1,0,0,0,0,0,REJETE
PRJ-0258,Application pour grer les notes des tudiants,Je veux faire une application pour grer les notes. Elle permettra d'entrer les notes et de calculer les moyennes. Ce sera utile pour les professeurs.,Systmes Embarqus,Rseaux et Tlcommunications,tude de cas,0.418,7,25,4,0.84,0,0,0,0,0,0,REJETE
PRJ-0284,Application pour grer les notes des tudiants,Je veux faire une application pour grer les notes. Elle permettra d'entrer les notes et de calculer les moyennes. Ce sera utile pour les professeurs.,Systmes Embarqus,Data Science,tude de cas,0.573,7,25,4,0.84,0,0,0,0,0,0,REJETE
PRJ-0125,Dveloppement d'une application mobile de tlmdecine pour les zones rurales togolaises,"Cette tude propose le dveloppement d'une application Android permettant aux patients des zones rurales d'accder  des consultations mdicales  distance. L'application intgre un module de golocalisation des centres de sant, un systme de prise de rendez-vous et un dossier mdical numrique simplifi.",IA / Machine Learning,Rseaux et Tlcommunications,Recherche exprimentale,0.033,11,41,3,0.829,2,1,0,0,0,0,REVISION_NECESSAIRE
PRJ-0288,Systme de gestion de bibliothque,"Dvelopper un logiciel de gestion de bibliothque qui permet d'enregistrer les livres, les emprunts et les retours. Le systme aura une interface simple pour les bibliothcaires.",Bases de donnes,Rseaux et Tlcommunications,Dveloppement logiciel (SCRUM),0.357,5,26,3,0.846,2,1,1,0,0,0,REJETE
PRJ-0387,Analyse des donnes de vente d'une entreprise v3,Ce travail va analyser les donnes de vente d'une entreprise commerciale pour trouver des tendances. On utilisera Excel et Python pour faire les analyses et crer des graphiques.,Bases de donnes,Systmes Embarqus,Recherche exprimentale,0.652,8,28,3,0.857,2,1,0,0,0,0,REJETE
PRJ-0556,Application,Une application mobile.,Cloud / DevOps,Rseaux et Tlcommunications,Dveloppement logiciel (SCRUM),0.577,1,3,2,1.0,0,0,0,0,0,0,REJETE
PRJ-0563,Application,Une application mobile.,Cloud / DevOps,Systmes Embarqus,tude de cas,0.552,1,3,2,1.0,0,0,0,0,0,0,REJETE
PRJ-0490,Application,Une application mobile.,Cyberscurit,Data Science,Dveloppement logiciel (SCRUM),0.742,1,3,2,1.0,0,0,0,0,0,0,REJETE
PRJ-0120,Systme embarqu de surveillance environnementale bas sur IoT,"Ce projet dveloppe un systme de capteurs connects (Arduino + Raspberry Pi) pour surveiller la qualit de l'air, l'humidit et la temprature dans un environnement industriel. Les donnes sont transmises via MQTT et visualises sur un dashboard Grafana.",Mobile,Gnie Logiciel,Recherche exprimentale,0.265,8,38,3,0.868,2,2,0,0,0,0,REVISION_NECESSAIRE
PRJ-0599,Systme comme Google,Crer un moteur de recherche similaire  Google pour l'Afrique.,Rseaux,Data Science,Recherche exprimentale,0.516,3,9,2,1.0,1,0,1,0,0,0,REJETE
PRJ-0380,Systme de gestion de bibliothque,"Dvelopper un logiciel de gestion de bibliothque qui permet d'enregistrer les livres, les emprunts et les retours. Le systme aura une interface simple pour les bibliothcaires.",Dveloppement Web,Gnie Informatique,tude de cas,0.729,5,26,3,0.846,2,1,1,0,0,0,REJETE
PRJ-0337,tude sur la scurit des rseaux wifi,Ce projet parle de la scurit wifi. On va voir comment scuriser un rseau wifi et quels sont les problmes qui existent avec les rseaux sans fil dans les entreprises.,Cyberscurit,Systmes Embarqus,tude de cas,0.276,7,30,3,0.933,1,0,0,0,0,0,REJETE
PRJ-0221,Implmentation d'un SIEM open source pour la dtection d'intrusions en entreprise  Cas d'tude 1,Ce travail consiste  dployer et configurer un SIEM bas sur Wazuh/ELK Stack pour centraliser la gestion des logs et dtecter les intrusions dans une PME locale. Il inclut la dfinition des rgles de corrlation et les procdures de rponse aux incidents.,Systmes Embarqus,Gnie Logiciel,tude de cas,0.104,14,41,3,0.854,1,0,0,0,1,0,APPROUVE
PRJ-0050,Dploiement d'une infrastructure rseau WiFi communautaire  faible cot,"Cette tude propose le dploiement d'un rseau WiFi communautaire dans un quartier priurbain de Lom en utilisant des quipements open source. Le projet couvre la conception, la simulation sous GNS3, le dploiement et la mesure des performances relles.",Mobile,Cyberscurit,Prototypage,0.197,8,38,3,0.842,2,0,0,0,0,0,REVISION_NECESSAIRE
PRJ-0272,Application pour grer les notes des tudiants,Je veux faire une application pour grer les notes. Elle permettra d'entrer les notes et de calculer les moyennes. Ce sera utile pour les professeurs.,Rseaux,Gnie Logiciel,Recherche applique,0.224,7,25,4,0.84,0,0,0,0,0,0,REJETE
PRJ-0561,Projet sur la blockchain,La blockchain c'est bien. Je vais faire quelque chose avec la blockchain.,Cloud / DevOps,Gnie Logiciel,Recherche applique,0.662,4,12,3,0.917,0,1,1,0,0,0,REJETE
PRJ-0239,Classification automatique de documents administratifs par traitement du langage naturel,"Ce projet applique des techniques de NLP (TF-IDF, BERT) pour classifier automatiquement des documents administratifs numriss en catgories prdfinies. L'objectif est de rduire le temps de traitement manuel dans les services administratifs.",Mobile,Systmes Embarqus,tude de cas,0.168,10,32,3,0.906,1,2,0,0,1,0,REVISION_NECESSAIRE
PRJ-0029,Systme embarqu de surveillance environnementale bas sur IoT,"Ce projet dveloppe un systme de capteurs connects (Arduino + Raspberry Pi) pour surveiller la qualit de l'air, l'humidit et la temprature dans un environnement industriel. Les donnes sont transmises via MQTT et visualises sur un dashboard Grafana.",Systmes Embarqus,Gnie Logiciel,Prototypage,0.101,8,38,3,0.868,2,2,0,0,0,0,REVISION_NECESSAIRE
PRJ-0072,Conception d'un entrept de donnes pour le suivi pidmiologique au Ministre de la Sant,"Ce projet vise  concevoir un data warehouse selon la modlisation en toile pour centraliser les donnes pidmiologiques nationales. Il inclut la mise en place d'un pipeline ETL, le dploiement sous PostgreSQL et la cration de rapports analytiques sur Power BI.",Systmes Embarqus,Systmes Embarqus,Recherche applique,0.3,14,40,3,0.925,2,1,0,0,1,0,APPROUVE
PRJ-0095,Systme embarqu de surveillance environnementale bas sur IoT,"Ce projet dveloppe un systme de capteurs connects (Arduino + Raspberry Pi) pour surveiller la qualit de l'air, l'humidit et la temprature dans un environnement industriel. Les donnes sont transmises via MQTT et visualises sur un dashboard Grafana.",IA / Machine Learning,Systmes Embarqus,Prototypage,0.441,8,38,3,0.868,2,2,0,0,0,0,APPROUVE
PRJ-0349,Application pour grer les notes des tudiants,Je veux faire une application pour grer les notes. Elle permettra d'entrer les notes et de calculer les moyennes. Ce sera utile pour les professeurs.,Rseaux,Gnie Logiciel,Dveloppement logiciel (SCRUM),0.398,7,25,4,0.84,0,0,0,0,0,0,REJETE
PRJ-0453,Mise en place d'un rseau local pour une entreprise,"Ce projet va mettre en place un rseau local pour une petite entreprise. On va choisir les quipements, configurer les switches et les routeurs, et tester la connectivit.",Dveloppement Web,Gnie Informatique,Recherche exprimentale,0.744,9,28,3,0.857,1,0,0,0,0,0,REJETE
PRJ-0554,Systme comme Google,Crer un moteur de recherche similaire  Google pour l'Afrique.,Rseaux,Rseaux et Tlcommunications,tude de cas,0.716,3,9,2,1.0,1,0,1,0,0,0,REJETE
PRJ-0327,Systme de gestion de bibliothque v3,"Dvelopper un logiciel de gestion de bibliothque qui permet d'enregistrer les livres, les emprunts et les retours. Le systme aura une interface simple pour les bibliothcaires.",Bases de donnes,Cyberscurit,tude de cas,0.749,6,26,3,0.846,2,1,1,0,0,0,REJETE
PRJ-0227,Mise en place d'un systme de vote lectronique scuris pour les lections universitaires,"Ce projet consiste  concevoir et dployer une plateforme de vote lectronique scurise base sur la cryptographie asymtrique et la blockchain lgre. L'objectif est de garantir l'anonymat, l'intgrit et la traabilit des votes lors des lections au sein de l'universit.",Rseaux,Data Science,Recherche applique,0.285,13,39,3,0.821,4,1,0,0,1,0,APPROUVE
PRJ-0479,Copie du systme bancaire,Reproduire exactement le systme de la banque Ecobank avec toutes ses fonctionnalits en 2 mois.,Cloud / DevOps,Cyberscurit,tude de cas,0.568,4,15,2,1.0,1,0,1,0,0,1,REJETE
PRJ-0370,Systme de gestion de bibliothque,"Dvelopper un logiciel de gestion de bibliothque qui permet d'enregistrer les livres, les emprunts et les retours. Le systme aura une interface simple pour les bibliothcaires.",Systmes Embarqus,Cyberscurit,Prototypage,0.602,5,26,3,0.846,2,1,1,0,0,0,REJETE
PRJ-0070,Implmentation d'un SIEM open source pour la dtection d'intrusions en entreprise,Ce travail consiste  dployer et configurer un SIEM bas sur Wazuh/ELK Stack pour centraliser la gestion des logs et dtecter les intrusions dans une PME locale. Il inclut la dfinition des rgles de corrlation et les procdures de rponse aux incidents.,Rseaux,Data Science,tude de cas,0.417,11,41,3,0.854,1,0,0,0,1,0,REVISION_NECESSAIRE
PRJ-0503,tude de tout ce qui concerne les rseaux,Ce mmoire va couvrir tous les aspects des rseaux informatiques depuis les dbuts jusqu' aujourd'hui.,IA / Machine Learning,Rseaux et Tlcommunications,Recherche exprimentale,0.803,8,15,2,0.933,0,0,0,0,1,1,REJETE
PRJ-0181,Dploiement d'une infrastructure rseau WiFi communautaire  faible cot  Cas d'tude 1,"Cette tude propose le dploiement d'un rseau WiFi communautaire dans un quartier priurbain de Lom en utilisant des quipements open source. Le projet couvre la conception, la simulation sous GNS3, le dploiement et la mesure des performances relles.",IA / Machine Learning,Cyberscurit,Prototypage,0.105,11,38,3,0.842,2,0,0,0,0,0,REVISION_NECESSAIRE
PRJ-0524,Intelligence artificielle gnrale,Crer une intelligence artificielle gnrale capable de tout faire comme un humain.,Dveloppement Web,Rseaux et Tlcommunications,tude de cas,0.534,3,12,2,1.0,0,0,1,0,0,1,REJETE
PRJ-0220,Conception d'un entrept de donnes pour le suivi pidmiologique au Ministre de la Sant,"Ce projet vise  concevoir un data warehouse selon la modlisation en toile pour centraliser les donnes pidmiologiques nationales. Il inclut la mise en place d'un pipeline ETL, le dploiement sous PostgreSQL et la cration de rapports analytiques sur Power BI.",Cloud / DevOps,Rseaux et Tlcommunications,Recherche exprimentale,0.003,14,40,3,0.925,2,1,0,0,1,0,APPROUVE
PRJ-0504,Faire un jeu vido,Je veux faire un jeu. Ce sera amusant.,Bases de donnes,Data Science,Recherche applique,0.531,4,8,3,1.0,0,0,1,0,0,0,REJETE
PRJ-0008,Classification automatique de documents administratifs par traitement du langage naturel,"Ce projet applique des techniques de NLP (TF-IDF, BERT) pour classifier automatiquement des documents administratifs numriss en catgories prdfinies. L'objectif est de rduire le temps de traitement manuel dans les services administratifs.",Rseaux,Gnie Informatique,Dveloppement logiciel (SCRUM),0.163,10,32,3,0.906,1,2,0,0,1,0,APPROUVE
PRJ-0355,tude sur la scurit des rseaux wifi v4,Ce projet parle de la scurit wifi. On va voir comment scuriser un rseau wifi et quels sont les problmes qui existent avec les rseaux sans fil dans les entreprises.,Rseaux,Cyberscurit,Prototypage,0.501,8,30,3,0.933,1,0,0,0,0,0,REJETE
PRJ-0270,Cration d'un site web pour une cole,"Le projet consiste  crer un site web pour une cole. Le site aura des pages pour prsenter l'cole, les cours et les professeurs. Il y aura aussi un espace pour les tudiants.",Cyberscurit,Gnie Informatique,tude de cas,0.5,7,32,4,0.75,0,0,0,0,1,0,REJETE
PRJ-0555,Application,Une application mobile.,IA / Machine Learning,Data Science,Recherche applique,0.515,1,3,2,1.0,0,0,0,0,0,0,REJETE
PRJ-0168,Mise en place d'un systme de vote lectronique scuris pour les lections universitaires,"Ce projet consiste  concevoir et dployer une plateforme de vote lectronique scurise base sur la cryptographie asymtrique et la blockchain lgre. L'objectif est de garantir l'anonymat, l'intgrit et la traabilit des votes lors des lections au sein de l'universit.",Mobile,Gnie Informatique,tude de cas,0.425,13,39,3,0.821,4,1,0,0,1,0,APPROUVE
PRJ-0037,Analyse prdictive du taux de dcrochage scolaire par apprentissage automatique,"Cette recherche applique des algorithmes de machine learning (Random Forest, XGBoost) pour prdire le risque de dcrochage scolaire  partir de donnes acadmiques et socio-conomiques. Un tableau de bord de visualisation est dvelopp pour les responsables pdagogiques.",Dveloppement Web,Gnie Logiciel,Prototypage,0.034,10,36,3,0.861,3,2,0,0,0,0,APPROUVE
PRJ-0126,Classification automatique de documents administratifs par traitement du langage naturel  Cas d'tude 6,"Ce projet applique des techniques de NLP (TF-IDF, BERT) pour classifier automatiquement des documents administratifs numriss en catgories prdfinies. L'objectif est de rduire le temps de traitement manuel dans les services administratifs.",Rseaux,Gnie Logiciel,Prototypage,0.038,13,32,3,0.906,1,2,0,0,1,0,APPROUVE
PRJ-0042,Conception d'un systme de dtection de fraude bancaire par deep learning au Togo,"Ce travail vise  concevoir et implmenter un systme intelligent de dtection de transactions frauduleuses en utilisant des rseaux de neurones LSTM appliqus aux donnes de mobile money au Togo. La mthodologie inclut la collecte de donnes anonymises, le prtraitement, l'entranement du modle et l'valuation des performances sur un jeu de test rel.",Systmes Embarqus,Gnie Logiciel,Dveloppement logiciel (SCRUM),0.244,13,52,3,0.808,7,1,0,1,1,0,APPROUVE
PRJ-0509,Systme comme Google,Crer un moteur de recherche similaire  Google pour l'Afrique.,Dveloppement Web,Rseaux et Tlcommunications,Prototypage,0.827,3,9,2,1.0,1,0,1,0,0,0,REJETE
PRJ-0277,Application de chat en temps rel,Ce projet vise  crer une application de messagerie instantane. Les utilisateurs pourront envoyer des messages en temps rel. On utilisera des websockets pour la communication.,Dveloppement Web,Systmes Embarqus,Prototypage,0.6,6,25,4,0.96,0,0,0,0,1,0,REJETE
PRJ-0331,Mise en place d'un rseau local pour une entreprise v4,"Ce projet va mettre en place un rseau local pour une petite entreprise. On va choisir les quipements, configurer les switches et les routeurs, et tester la connectivit.",Mobile,Data Science,Dveloppement logiciel (SCRUM),0.392,10,28,3,0.857,1,0,0,0,0,0,REJETE
PRJ-0014,Dploiement d'une infrastructure rseau WiFi communautaire  faible cot,"Cette tude propose le dploiement d'un rseau WiFi communautaire dans un quartier priurbain de Lom en utilisant des quipements open source. Le projet couvre la conception, la simulation sous GNS3, le dploiement et la mesure des performances relles.",Systmes Embarqus,Rseaux et Tlcommunications,tude de cas,0.03,8,38,3,0.842,2,0,0,0,0,0,REVISION_NECESSAIRE
